Kernel Name,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Average,kernel id,similar_kernel_ids
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3461.0,3371.0,3539.0,3469.0,3340.0,3457.0,3369.0,3379.0,3378.0,3326.0,3408.9,32,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20208.0,20806.0,20221.0,20568.0,20496.0,20131.0,20296.0,20643.0,20292.0,20847.0,20450.8,33,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20272.0,20275.0,20370.0,20478.0,20420.0,20413.0,20411.0,20474.0,20277.0,20283.0,20367.3,34,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3888.0,3385.0,3597.0,3612.0,3356.0,3831.0,3878.0,3976.0,3528.0,3508.0,3655.9,35,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3338.0,3377.0,3523.0,3350.0,3288.0,3295.0,3341.0,3372.0,3330.0,3297.0,3351.1,36,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20475.0,20649.0,20518.0,20670.0,20766.0,20251.0,20321.0,20372.0,20248.0,20556.0,20482.6,37,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20201.0,20295.0,20384.0,20101.0,20204.0,20229.0,20204.0,20309.0,20548.0,20311.0,20278.6,38,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3945.0,3388.0,3388.0,3442.0,3354.0,3828.0,4243.0,3907.0,3375.0,3345.0,3621.5,39,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3547.0,3342.0,3360.0,3349.0,3305.0,3511.0,3536.0,3438.0,3337.0,3295.0,3402.0,40,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20444.0,20757.0,20911.0,20738.0,20925.0,20537.0,20085.0,20438.0,20454.0,20606.0,20589.5,41,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20639.0,20287.0,20076.0,20106.0,20646.0,20266.0,20180.0,20544.0,20146.0,20256.0,20314.6,42,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3415.0,3371.0,3533.0,3386.0,3581.0,3839.0,3869.0,3398.0,3577.0,3335.0,3530.4,43,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3334.0,3457.0,3355.0,3328.0,3462.0,3345.0,3339.0,3343.0,3334.0,3285.0,3358.2,44,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20754.0,20644.0,20573.0,20692.0,20674.0,20377.0,20513.0,20907.0,20295.0,20700.0,20612.9,45,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20297.0,20343.0,20294.0,20374.0,20296.0,20280.0,20098.0,20296.0,20304.0,20265.0,20284.7,46,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3384.0,3680.0,3383.0,3375.0,3346.0,3908.0,3865.0,3408.0,3377.0,3341.0,3506.7,47,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3332.0,3532.0,3542.0,3478.0,3465.0,3508.0,3359.0,3350.0,3334.0,3313.0,3421.3,48,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20681.0,20656.0,20825.0,20918.0,20696.0,20238.0,20234.0,20871.0,20742.0,20611.0,20647.2,49,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20412.0,20404.0,20234.0,20435.0,20224.0,20385.0,20301.0,20347.0,20257.0,20407.0,20340.6,50,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4086.0,3390.0,3402.0,3377.0,3383.0,4043.0,3973.0,3416.0,3389.0,3330.0,3578.9,51,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3536.0,3361.0,3351.0,3332.0,3290.0,3533.0,3338.0,3344.0,3336.0,3459.0,3388.0,52,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20755.0,20831.0,20847.0,20780.0,20480.0,20261.0,20203.0,20718.0,20551.0,20777.0,20620.3,53,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20414.0,20117.0,20085.0,20240.0,20387.0,20089.0,20250.0,20397.0,20428.0,20216.0,20262.3,54,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3998.0,3719.0,3551.0,3500.0,3448.0,3880.0,3900.0,3458.0,3391.0,3389.0,3623.4,55,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3404.0,3334.0,3355.0,3337.0,3297.0,3315.0,3330.0,3479.0,3379.0,3288.0,3351.8,56,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20510.0,20734.0,20865.0,20824.0,20774.0,20394.0,20861.0,20671.0,20506.0,20538.0,20667.7,57,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20506.0,20425.0,20276.0,20257.0,20259.0,20705.0,20300.0,20313.0,20251.0,20833.0,20412.5,58,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4088.0,3587.0,3390.0,3400.0,3348.0,3828.0,3882.0,4050.0,3490.0,3414.0,3647.7,59,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3554.0,3620.0,3363.0,3548.0,3305.0,3541.0,3364.0,3334.0,3492.0,3336.0,3445.7,60,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20800.0,20701.0,20770.0,20671.0,20664.0,20542.0,20986.0,20806.0,20517.0,20898.0,20735.5,61,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20243.0,20087.0,20410.0,20106.0,20249.0,20260.0,20288.0,20294.0,20258.0,20318.0,20251.3,62,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3889.0,3386.0,3389.0,3375.0,3453.0,3837.0,4108.0,3888.0,3486.0,3330.0,3614.1,63,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3435.0,3387.0,3337.0,3331.0,3291.0,3292.0,3333.0,3338.0,3705.0,3427.0,3387.6,64,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20656.0,20693.0,20763.0,20554.0,20740.0,20836.0,20858.0,20856.0,20527.0,20681.0,20716.4,65,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20408.0,20334.0,20463.0,20351.0,20320.0,20255.0,20356.0,20304.0,20300.0,20419.0,20351.0,66,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4000.0,3644.0,3487.0,3433.0,3468.0,3879.0,3995.0,3892.0,3466.0,3297.0,3656.1,67,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3372.0,3516.0,3528.0,3366.0,3330.0,3318.0,3553.0,3548.0,3371.0,3352.0,3425.4,68,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20731.0,20968.0,20662.0,20824.0,20784.0,20666.0,20752.0,20870.0,20835.0,20830.0,20792.2,69,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20304.0,20111.0,20392.0,20261.0,20629.0,20480.0,20258.0,20332.0,20277.0,20305.0,20334.9,70,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3844.0,3534.0,3515.0,3320.0,3452.0,4087.0,3919.0,3999.0,3329.0,3283.0,3628.2,71,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3407.0,3639.0,3368.0,3360.0,3332.0,3323.0,3472.0,3377.0,3364.0,3325.0,3396.7,72,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20718.0,20686.0,20695.0,20875.0,20789.0,20689.0,20745.0,20869.0,20684.0,20681.0,20743.1,73,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20116.0,20410.0,20280.0,20815.0,20300.0,20497.0,20930.0,20268.0,20316.0,20356.0,20428.8,74,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3905.0,3363.0,3507.0,3354.0,3413.0,3996.0,3837.0,4008.0,3414.0,3319.0,3611.6,75,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3364.0,3362.0,3366.0,3551.0,3463.0,3330.0,3366.0,3368.0,3544.0,3320.0,3403.4,76,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20913.0,20724.0,20713.0,20818.0,20750.0,20744.0,20694.0,20730.0,20796.0,20542.0,20742.4,77,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20299.0,20294.0,20258.0,20308.0,20281.0,20369.0,20146.0,20283.0,20464.0,20306.0,20300.8,78,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4048.0,3543.0,3389.0,3352.0,3329.0,3813.0,4201.0,3820.0,3572.0,3481.0,3654.8,79,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3553.0,3431.0,3366.0,3357.0,3501.0,3323.0,3360.0,3542.0,3360.0,3321.0,3411.4,80,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20730.0,20948.0,21124.0,20928.0,20898.0,20739.0,20697.0,20744.0,20712.0,20893.0,20841.3,81,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20240.0,20128.0,20647.0,20482.0,20244.0,20321.0,20473.0,20240.0,20303.0,20222.0,20330.0,82,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4026.0,3556.0,3381.0,3310.0,3289.0,3787.0,3823.0,3994.0,3330.0,3285.0,3578.1,83,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3582.0,3586.0,3367.0,3548.0,3384.0,3328.0,3362.0,3376.0,3360.0,3376.0,3426.9,84,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20636.0,20681.0,20685.0,20857.0,20737.0,20653.0,20842.0,20714.0,20752.0,20843.0,20740.0,85,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20085.0,20369.0,20414.0,20399.0,20274.0,20301.0,20407.0,20274.0,20397.0,20292.0,20321.2,86,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",4039.0,3328.0,3339.0,3405.0,3312.0,3771.0,3924.0,3984.0,3329.0,3286.0,3571.7,87,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3627.0,3584.0,3363.0,3529.0,3358.0,3327.0,3369.0,3388.0,3369.0,3320.0,3423.4,88,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20511.0,20566.0,20720.0,20805.0,20515.0,20730.0,20739.0,20860.0,20762.0,20863.0,20707.1,89,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20171.0,20619.0,20271.0,20334.0,20190.0,20359.0,20268.0,20297.0,20864.0,20254.0,20362.7,90,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3885.0,3552.0,3341.0,3387.0,3354.0,3793.0,3932.0,3954.0,3513.0,3277.0,3598.8,91,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3377.0,3367.0,3382.0,3360.0,3333.0,3357.0,3437.0,3393.0,3672.0,3331.0,3400.9,92,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20784.0,20621.0,20793.0,20740.0,20685.0,20805.0,20760.0,20627.0,20767.0,20690.0,20727.2,93,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20400.0,20415.0,20229.0,20236.0,20292.0,20285.0,20442.0,20264.0,20301.0,20364.0,20322.8,94,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3919.0,3745.0,3358.0,3356.0,3500.0,3795.0,4011.0,4008.0,3405.0,3480.0,3657.7,95,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3579.0,3676.0,3408.0,3369.0,3442.0,3366.0,3367.0,3364.0,3529.0,3321.0,3442.1,96,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20681.0,20742.0,20912.0,20764.0,20745.0,20723.0,20789.0,21022.0,20550.0,20671.0,20759.9,97,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20224.0,20276.0,20272.0,20231.0,20206.0,20261.0,20186.0,20076.0,20312.0,20311.0,20235.5,98,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3953.0,3387.0,3455.0,3561.0,3393.0,3841.0,3972.0,3890.0,3385.0,3348.0,3618.5,99,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3472.0,3313.0,3362.0,3352.0,3280.0,3282.0,3485.0,3316.0,3324.0,3274.0,3346.0,100,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20556.0,20748.0,20646.0,20678.0,21120.0,20694.0,20693.0,20560.0,20852.0,20727.0,20727.4,101,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",20264.0,20294.0,20290.0,20413.0,20318.0,20399.0,20325.0,20418.0,20316.0,20405.0,20344.2,102,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3900.0,3434.0,3383.0,3384.0,3360.0,3845.0,3874.0,3883.0,3395.0,3454.0,3591.2,103,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3317.0,3311.0,3370.0,3499.0,3365.0,3503.0,3422.0,3430.0,3316.0,3275.0,3380.8,104,3
