Kernel Name,Column_1,Column_2,Column_3,Column_4,Column_5,Average,kernel id,similar_kernel_ids
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37262.0,37740.0,37282.0,37283.0,37835.0,37480.4,17,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37247.0,37286.0,37391.0,37443.0,37500.0,37373.4,18,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3387.0,3452.0,4188.0,3390.0,4138.0,3711.0,19,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3352.0,3419.0,3403.0,3569.0,3359.0,3420.4,20,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37236.0,37791.0,37858.0,37779.0,37419.0,37616.6,21,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37213.0,37243.0,37271.0,37875.0,37297.0,37379.8,22,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3502.0,3452.0,4230.0,3384.0,3914.0,3696.4,23,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3504.0,3402.0,3414.0,3360.0,3353.0,3406.6,24,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37258.0,37758.0,37343.0,37961.0,37771.0,37618.2,25,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37359.0,37770.0,37935.0,37296.0,37407.0,37553.4,26,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3505.0,3700.0,4105.0,3386.0,3943.0,3727.8,27,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3354.0,3413.0,3422.0,3354.0,3577.0,3424.0,28,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37782.0,37767.0,37401.0,37712.0,37317.0,37595.8,29,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37488.0,37388.0,37340.0,37259.0,37706.0,37436.2,30,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3390.0,3479.0,3985.0,3390.0,4077.0,3664.2,31,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3575.0,3606.0,3397.0,3518.0,3343.0,3487.8,32,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37708.0,37991.0,37845.0,37848.0,37424.0,37763.2,33,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37210.0,37221.0,37381.0,37287.0,37458.0,37311.4,34,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3367.0,3679.0,3955.0,3380.0,3909.0,3658.0,35,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3367.0,3436.0,3618.0,3366.0,3374.0,3432.2,36,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37909.0,37921.0,37387.0,37836.0,37730.0,37756.6,37,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37231.0,37435.0,37307.0,37225.0,37305.0,37300.6,38,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3392.0,3469.0,3955.0,3411.0,3906.0,3626.6,39,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3377.0,3434.0,3663.0,3466.0,3391.0,3466.2,40,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37734.0,37774.0,37888.0,37825.0,37286.0,37701.4,41,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37260.0,37238.0,37285.0,37304.0,37349.0,37287.2,42,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3386.0,3701.0,3988.0,3387.0,4097.0,3711.8,43,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3374.0,3410.0,3601.0,3346.0,3379.0,3422.0,44,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37754.0,37789.0,37827.0,37813.0,37725.0,37781.6,45,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37309.0,37385.0,37252.0,37217.0,37320.0,37296.6,46,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3452.0,3446.0,3975.0,3502.0,3929.0,3660.8,47,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3358.0,3622.0,3411.0,3590.0,3401.0,3476.4,48,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37780.0,37768.0,38100.0,37790.0,37994.0,37886.4,49,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37498.0,37277.0,37305.0,37440.0,37330.0,37370.0,50,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3367.0,3442.0,4207.0,3561.0,3921.0,3699.6,51,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3366.0,3372.0,3378.0,3338.0,3557.0,3402.2,52,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37751.0,37755.0,37757.0,37784.0,37789.0,37767.2,53,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37780.0,37274.0,37264.0,37981.0,37339.0,37527.6,54,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3390.0,3450.0,3982.0,3390.0,3929.0,3628.2,55,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3364.0,3418.0,3429.0,3332.0,3367.0,3382.0,56,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37766.0,37883.0,38015.0,37978.0,37903.0,37909.0,57,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37265.0,37904.0,37735.0,37296.0,37454.0,37530.8,58,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3367.0,3399.0,4025.0,3363.0,3914.0,3613.6,59,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3430.0,3694.0,3436.0,3373.0,3373.0,3461.2,60,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37869.0,37725.0,37757.0,37722.0,37826.0,37779.8,61,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37242.0,37195.0,37263.0,37252.0,37731.0,37336.6,62,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3533.0,3612.0,4004.0,3381.0,3928.0,3691.6,63,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3373.0,3438.0,3441.0,3375.0,3373.0,3400.0,64,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37849.0,37857.0,37722.0,37790.0,37778.0,37799.2,65,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37289.0,37248.0,37446.0,37492.0,37240.0,37343.0,66,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3417.0,3441.0,3976.0,3386.0,4019.0,3647.8,67,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3359.0,3433.0,3425.0,3360.0,3372.0,3389.8,68,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37864.0,37716.0,37789.0,37945.0,37761.0,37815.0,69,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37271.0,37292.0,37298.0,37485.0,37276.0,37324.4,70,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3394.0,3670.0,4068.0,3383.0,3947.0,3692.4,71,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3348.0,3636.0,3420.0,3352.0,3355.0,3422.2,72,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37749.0,37717.0,37795.0,37812.0,37781.0,37770.8,73,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37193.0,37261.0,37495.0,37375.0,37236.0,37312.0,74,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3406.0,3443.0,3976.0,3497.0,4115.0,3687.4,75,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3375.0,3433.0,3431.0,3366.0,3620.0,3445.0,76,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37749.0,37707.0,38002.0,37943.0,37855.0,37851.2,77,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37404.0,37241.0,37275.0,37286.0,37229.0,37287.0,78,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3489.0,3497.0,3975.0,3388.0,4082.0,3686.2,79,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3380.0,3405.0,3423.0,3370.0,3369.0,3389.4,80,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37774.0,37730.0,37869.0,37789.0,37802.0,37792.8,81,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37265.0,37235.0,37419.0,37360.0,37315.0,37318.8,82,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3497.0,3452.0,4213.0,3385.0,4094.0,3728.2,83,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3373.0,3488.0,3454.0,3368.0,3366.0,3409.8,84,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",38039.0,38003.0,37933.0,37760.0,37784.0,37903.8,85,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37914.0,37242.0,37376.0,37726.0,37275.0,37506.6,86,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3381.0,3465.0,3968.0,3612.0,3930.0,3671.2,87,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3436.0,3434.0,3419.0,3371.0,3381.0,3408.2,88,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37719.0,37800.0,38085.0,37967.0,37781.0,37870.4,89,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37263.0,37782.0,37767.0,37234.0,37405.0,37490.2,90,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3397.0,3463.0,3992.0,3391.0,4170.0,3682.6,91,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3356.0,3420.0,3455.0,3348.0,3357.0,3387.2,92,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37750.0,37990.0,37837.0,37837.0,37748.0,37832.4,93,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37582.0,37247.0,37506.0,37269.0,37752.0,37471.2,94,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3391.0,3454.0,3992.0,3385.0,3934.0,3631.2,95,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3411.0,3423.0,3494.0,3382.0,3370.0,3416.0,96,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37720.0,37815.0,37765.0,37737.0,37798.0,37767.0,97,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37349.0,37495.0,37265.0,37218.0,37354.0,37336.2,98,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3364.0,3445.0,4147.0,3365.0,3902.0,3644.6,99,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3540.0,3481.0,3428.0,3370.0,3475.0,3458.8,100,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37729.0,37711.0,37776.0,37965.0,37920.0,37820.2,101,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37260.0,37255.0,37370.0,37219.0,37296.0,37280.0,102,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3382.0,3607.0,3983.0,3379.0,3923.0,3654.8,103,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3299.0,3421.0,3413.0,3359.0,3352.0,3368.8,104,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37803.0,37883.0,37720.0,37959.0,37820.0,37837.0,105,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37303.0,37269.0,37290.0,37297.0,37388.0,37309.4,106,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3412.0,3552.0,3968.0,3463.0,3929.0,3664.8,107,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3366.0,3435.0,3434.0,3378.0,3383.0,3399.2,108,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37795.0,37935.0,37738.0,38029.0,38016.0,37902.6,109,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37361.0,37241.0,37283.0,37273.0,37452.0,37322.0,110,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3444.0,3435.0,4149.0,3488.0,3918.0,3686.8,111,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3373.0,3549.0,3447.0,3382.0,3379.0,3426.0,112,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37725.0,37782.0,37892.0,37851.0,37876.0,37825.2,113,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37378.0,37226.0,37263.0,37298.0,37403.0,37313.6,114,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3384.0,3459.0,4068.0,3623.0,3916.0,3690.0,115,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3370.0,3451.0,3431.0,3346.0,3349.0,3389.4,116,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37795.0,37986.0,37772.0,37739.0,37987.0,37855.8,117,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37749.0,37469.0,37364.0,37778.0,37277.0,37527.4,118,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3622.0,3460.0,4003.0,3385.0,3935.0,3681.0,119,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3332.0,3400.0,3425.0,3458.0,3393.0,3401.6,120,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37743.0,37970.0,37825.0,37748.0,37985.0,37854.2,121,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37482.0,37746.0,37965.0,37290.0,37376.0,37571.8,122,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3376.0,3479.0,3971.0,3360.0,3937.0,3624.6,123,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3380.0,3444.0,3643.0,3374.0,3379.0,3444.0,124,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37803.0,37797.0,37794.0,37798.0,37904.0,37819.2,125,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37299.0,37411.0,37277.0,37369.0,37912.0,37453.6,126,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3378.0,3427.0,4000.0,3366.0,3920.0,3618.2,127,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3391.0,3435.0,3624.0,3388.0,3383.0,3444.2,128,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37815.0,37760.0,37799.0,37734.0,37852.0,37792.0,129,1
