Kernel Name,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Average,kernel id,similar_kernel_ids
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3453.0,3397.0,3356.0,3332.0,3430.0,3871.0,3385.0,3427.0,3386.0,3400.0,3443.7,11,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3564.0,3348.0,3491.0,3452.0,3365.0,3359.0,3497.0,3275.0,3310.0,3525.0,3418.6,12,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53549.0,53365.0,53538.0,53504.0,53762.0,53464.0,53566.0,53684.0,54227.0,53500.0,53615.9,13,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53581.0,53621.0,53565.0,53558.0,53474.0,53538.0,53491.0,53619.0,53741.0,54330.0,53651.8,14,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3396.0,3600.0,3339.0,3380.0,3549.0,3927.0,3389.0,3345.0,3546.0,3428.0,3489.9,15,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3371.0,3492.0,3448.0,3402.0,3308.0,3416.0,3313.0,3285.0,3318.0,3311.0,3366.4,16,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53870.0,53508.0,53750.0,53520.0,53760.0,53900.0,53539.0,53519.0,54014.0,53875.0,53725.5,17,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53571.0,53640.0,53598.0,53619.0,53687.0,53512.0,53573.0,53331.0,53613.0,54291.0,53643.5,18,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3371.0,3581.0,3338.0,3340.0,3384.0,3404.0,3386.0,3356.0,3385.0,3524.0,3406.9,19,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3334.0,3355.0,3277.0,3469.0,3334.0,3509.0,3386.0,3460.0,3327.0,3336.0,3378.7,20,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54274.0,53538.0,53507.0,53529.0,53879.0,53980.0,53366.0,54062.0,53967.0,54128.0,53823.0,21,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53647.0,53632.0,54493.0,53656.0,53577.0,53593.0,53500.0,54783.0,54237.0,53629.0,53874.7,22,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3404.0,3488.0,3346.0,3338.0,3388.0,3877.0,3388.0,3461.0,3387.0,3414.0,3449.1,23,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3332.0,3504.0,3343.0,3288.0,3479.0,3330.0,3373.0,3342.0,3591.0,3357.0,3393.9,24,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53983.0,53585.0,53364.0,54277.0,54680.0,53585.0,53527.0,54048.0,53763.0,53939.0,53875.1,25,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53502.0,54145.0,53562.0,53524.0,54012.0,53346.0,53542.0,53502.0,54318.0,53349.0,53680.2,26,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3364.0,3483.0,3329.0,3336.0,3384.0,3873.0,3387.0,3344.0,3375.0,3500.0,3437.5,27,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3511.0,3524.0,3274.0,3509.0,3414.0,3536.0,3490.0,3334.0,3320.0,3445.0,3435.7,28,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54045.0,53349.0,53499.0,53566.0,54105.0,53504.0,53600.0,53976.0,53984.0,54289.0,53791.7,29,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53903.0,53625.0,53529.0,53335.0,54387.0,53642.0,53474.0,53567.0,53367.0,53567.0,53639.6,30,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3478.0,3595.0,3331.0,3536.0,3551.0,3873.0,3390.0,3678.0,3388.0,3521.0,3534.1,31,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3532.0,3316.0,3298.0,3285.0,3303.0,3309.0,3316.0,3499.0,3313.0,3426.0,3359.7,32,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53741.0,53453.0,53524.0,54071.0,53902.0,53577.0,54766.0,54063.0,54078.0,54657.0,53983.2,33,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53472.0,54272.0,53748.0,53495.0,54257.0,53533.0,53532.0,53581.0,53615.0,53504.0,53700.9,34,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3409.0,3339.0,3505.0,3296.0,3344.0,3979.0,3505.0,3394.0,3568.0,3335.0,3467.4,35,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3361.0,3552.0,3549.0,3323.0,3361.0,3362.0,3397.0,3323.0,3367.0,3367.0,3396.2,36,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54072.0,53531.0,53328.0,53997.0,53892.0,53542.0,53888.0,54030.0,53971.0,54256.0,53850.7,37,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53343.0,53536.0,54325.0,53573.0,54197.0,53995.0,53543.0,53511.0,54811.0,53996.0,53883.0,38,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3340.0,3532.0,3270.0,3298.0,3358.0,3506.0,3498.0,3310.0,3341.0,3537.0,3399.0,39,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3363.0,3366.0,3315.0,3313.0,3363.0,3410.0,3386.0,3333.0,3367.0,3366.0,3358.2,40,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54156.0,53943.0,53828.0,53965.0,54015.0,53804.0,54037.0,53814.0,54019.0,54077.0,53965.8,41,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53466.0,53743.0,53709.0,53518.0,53558.0,53600.0,53563.0,53800.0,53562.0,53596.0,53611.5,42,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3533.0,3339.0,3282.0,3281.0,3498.0,3829.0,3328.0,3290.0,3337.0,3344.0,3406.1,43,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3461.0,3373.0,3335.0,3333.0,3369.0,3400.0,3528.0,3478.0,3467.0,3381.0,3412.5,44,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53975.0,53912.0,54151.0,53992.0,53978.0,53518.0,54714.0,53962.0,54684.0,54150.0,54103.6,45,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54229.0,53638.0,53539.0,53554.0,53539.0,53711.0,53721.0,53558.0,53342.0,53606.0,53643.7,46,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3369.0,3445.0,3286.0,3284.0,3384.0,3930.0,3437.0,3302.0,3367.0,3333.0,3413.7,47,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3453.0,3384.0,3341.0,3493.0,3379.0,3431.0,3368.0,3347.0,3618.0,3588.0,3440.2,48,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54022.0,53988.0,54213.0,54213.0,54653.0,53591.0,53899.0,54136.0,54148.0,54085.0,54094.8,49,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54056.0,53476.0,53722.0,53541.0,53487.0,53586.0,54158.0,53747.0,53570.0,53564.0,53690.7,50,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3563.0,3423.0,3310.0,3325.0,3339.0,4006.0,3390.0,3307.0,3418.0,3325.0,3440.6,51,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3498.0,3595.0,3339.0,3356.0,3403.0,3580.0,3366.0,3571.0,3521.0,3365.0,3459.4,52,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53984.0,54058.0,53800.0,54103.0,53957.0,54201.0,54045.0,54079.0,54023.0,54063.0,54031.3,53,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54274.0,53927.0,53340.0,53697.0,53584.0,53593.0,54020.0,53690.0,53588.0,53542.0,53725.5,54,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3436.0,3336.0,3289.0,3340.0,3493.0,3821.0,3327.0,3291.0,3505.0,3498.0,3433.6,55,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3590.0,3470.0,3376.0,3383.0,3367.0,3478.0,3367.0,3328.0,3376.0,3368.0,3410.3,56,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53960.0,54193.0,54880.0,54733.0,54273.0,54151.0,54014.0,53943.0,53991.0,53833.0,54197.1,57,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53364.0,53485.0,53550.0,53654.0,53632.0,53985.0,53501.0,53632.0,54216.0,54155.0,53717.4,58,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3317.0,3344.0,3274.0,3287.0,3332.0,3935.0,3447.0,3453.0,3332.0,3328.0,3404.9,59,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3378.0,3384.0,3380.0,3333.0,3490.0,3376.0,3555.0,3492.0,3372.0,3382.0,3414.2,60,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53796.0,53919.0,54005.0,54728.0,53932.0,54679.0,53774.0,54167.0,54677.0,53997.0,54167.4,61,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53478.0,53619.0,53979.0,53966.0,53538.0,53510.0,53536.0,54348.0,53695.0,53706.0,53737.5,62,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3356.0,3340.0,3291.0,3473.0,3497.0,4003.0,3332.0,3295.0,3543.0,3379.0,3450.9,63,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3408.0,3498.0,3474.0,3420.0,3378.0,3520.0,3378.0,3343.0,3376.0,3591.0,3438.6,64,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53900.0,54672.0,53945.0,54704.0,53806.0,53943.0,54216.0,54057.0,53986.0,54038.0,54126.7,65,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54202.0,53489.0,53599.0,53497.0,53602.0,54274.0,53546.0,53590.0,53615.0,53586.0,53700.0,66,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3400.0,3393.0,3323.0,3511.0,3374.0,4053.0,3383.0,3348.0,3488.0,3438.0,3471.1,67,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3329.0,3491.0,3321.0,3280.0,3352.0,3336.0,3385.0,3303.0,3381.0,3328.0,3350.6,68,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53925.0,54763.0,53768.0,54016.0,54184.0,54683.0,53777.0,54077.0,53978.0,53913.0,54108.4,69,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53499.0,54211.0,53678.0,53622.0,54136.0,53474.0,53520.0,53516.0,53647.0,53648.0,53695.1,70,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3380.0,3437.0,3468.0,3347.0,3549.0,3914.0,3380.0,3349.0,3380.0,3616.0,3482.0,71,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3369.0,3374.0,3376.0,3293.0,3422.0,3359.0,3524.0,3289.0,3325.0,3367.0,3369.8,72,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53982.0,53760.0,54058.0,53812.0,53798.0,54091.0,54629.0,54044.0,53827.0,53956.0,53995.7,73,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53481.0,54019.0,53555.0,53597.0,53812.0,53645.0,53834.0,54373.0,53757.0,53697.0,53777.0,74,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3479.0,3582.0,3493.0,3528.0,3515.0,3881.0,3426.0,3355.0,3393.0,3583.0,3523.5,75,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3430.0,3339.0,3276.0,3273.0,3361.0,3315.0,3313.0,3278.0,3531.0,3548.0,3366.4,76,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53978.0,53945.0,54003.0,53960.0,54087.0,54024.0,53788.0,54050.0,54173.0,54070.0,54007.8,77,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54261.0,53547.0,53682.0,53472.0,53368.0,53573.0,53572.0,53325.0,53697.0,53351.0,53584.8,78,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3476.0,3600.0,3343.0,3342.0,3437.0,3886.0,3385.0,3357.0,3522.0,3388.0,3473.6,79,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3308.0,3331.0,3501.0,3268.0,3323.0,3396.0,3495.0,3326.0,3318.0,3319.0,3358.5,80,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53889.0,54664.0,53968.0,54081.0,54703.0,54027.0,54753.0,54686.0,53957.0,53773.0,54250.1,81,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53552.0,53540.0,54030.0,54025.0,53580.0,53617.0,53563.0,53507.0,53654.0,53620.0,53668.8,82,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3591.0,3545.0,3381.0,3340.0,3424.0,3876.0,3415.0,3521.0,3582.0,3376.0,3505.1,83,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3509.0,3327.0,3374.0,3483.0,3568.0,3527.0,3558.0,3496.0,3467.0,3334.0,3464.3,84,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53912.0,54214.0,54257.0,54022.0,54131.0,54042.0,54011.0,54064.0,53969.0,54701.0,54132.3,85,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53515.0,53583.0,54425.0,53356.0,54295.0,53627.0,53588.0,53970.0,53345.0,53368.0,53707.2,86,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3365.0,3383.0,3338.0,3342.0,3384.0,4074.0,3390.0,3369.0,3391.0,3384.0,3371.777777777778,87,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3588.0,3474.0,3299.0,3283.0,3518.0,3455.0,3423.0,3338.0,3321.0,3320.0,3401.9,88,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53899.0,54016.0,54676.0,53940.0,54031.0,54066.0,54172.0,54000.0,54137.0,54081.0,54101.8,89,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53396.0,53549.0,53884.0,53707.0,54164.0,53662.0,54239.0,54377.0,53723.0,53467.0,53816.8,90,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3374.0,3550.0,3322.0,3336.0,3399.0,3906.0,3366.0,3352.0,3389.0,3387.0,3438.1,91,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3313.0,3433.0,3278.0,3265.0,3320.0,3443.0,3325.0,3279.0,3316.0,3367.0,3333.9,92,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54558.0,53994.0,54094.0,53930.0,54147.0,54023.0,54012.0,54159.0,54756.0,54740.0,54241.3,93,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53916.0,54248.0,53465.0,53543.0,53480.0,54231.0,53610.0,53674.0,53430.0,53577.0,53717.4,94,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3586.0,3591.0,3348.0,3536.0,3382.0,3878.0,3393.0,3355.0,3396.0,3392.0,3485.7,95,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3505.0,3323.0,3266.0,3264.0,3357.0,3364.0,3316.0,3452.0,3326.0,3313.0,3348.6,96,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53949.0,53955.0,54870.0,53971.0,54051.0,53975.0,54244.0,54191.0,54225.0,54645.0,54207.6,97,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",54253.0,53583.0,53552.0,53588.0,53572.0,53538.0,53518.0,53667.0,53344.0,53667.0,53628.2,98,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3317.0,3452.0,3291.0,3498.0,3442.0,3823.0,3502.0,3302.0,3332.0,3482.0,3444.1,99,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3374.0,3585.0,3496.0,3395.0,3412.0,3566.0,3388.0,3547.0,3364.0,3420.0,3454.7,100,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53937.0,53992.0,54170.0,53966.0,54007.0,53919.0,54031.0,53997.0,53793.0,54123.0,53993.5,101,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",53589.0,53528.0,54297.0,53350.0,53710.0,53899.0,53610.0,53343.0,54655.0,54632.0,53861.3,102,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3526.0,3372.0,3504.0,3294.0,3340.0,3849.0,3377.0,3303.0,3330.0,3406.0,3430.1,103,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3400.0,3532.0,3553.0,3329.0,3549.0,3458.0,3377.0,3327.0,3372.0,3581.0,3447.8,104,3
