Kernel Name,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Average,kernel id,similar_kernel_ids
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36853.0,37373.0,37502.0,36876.0,36860.0,36993.0,37427.0,37571.0,37356.0,37487.0,37229.8,21,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36831.0,36721.0,36932.0,37260.0,37281.0,36697.0,36983.0,36909.0,37004.0,36905.0,36952.3,22,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3458.0,3338.0,3851.0,3831.0,3915.0,3277.0,3344.0,3355.0,3284.0,3612.0,3526.5,23,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3376.0,3554.0,3378.0,3616.0,3374.0,3325.0,3405.0,3337.0,3329.0,3371.0,3406.5,24,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36890.0,37159.0,36780.0,36994.0,36844.0,36707.0,37719.0,37507.0,37346.0,37459.0,37140.5,25,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36804.0,37534.0,36930.0,37048.0,36826.0,36943.0,36953.0,36697.0,36867.0,37093.0,36969.5,26,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3583.0,3347.0,3841.0,3838.0,3836.0,3325.0,3351.0,3338.0,3295.0,3381.0,3513.5,27,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3380.0,3375.0,3378.0,3374.0,3611.0,3349.0,3382.0,3497.0,3331.0,3563.0,3424.0,28,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36925.0,37250.0,36979.0,36891.0,36878.0,37285.0,37437.0,37427.0,37507.0,37721.0,37230.0,29,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36917.0,36925.0,36949.0,36833.0,36923.0,37488.0,36942.0,37352.0,37061.0,36716.0,37010.6,30,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3545.0,3371.0,3890.0,3980.0,3832.0,3421.0,3384.0,3349.0,3552.0,3379.0,3570.3,31,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3383.0,3379.0,3384.0,3420.0,3553.0,3492.0,3369.0,3487.0,3320.0,3440.0,3422.7,32,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37360.0,37273.0,36980.0,36987.0,36952.0,37296.0,37286.0,37372.0,37352.0,37340.0,37219.8,33,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36971.0,36933.0,36702.0,36918.0,36841.0,36797.0,36862.0,36925.0,37266.0,36976.0,36919.1,34,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3397.0,3545.0,3877.0,3875.0,3896.0,3348.0,3385.0,3379.0,3556.0,3380.0,3563.8,35,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3476.0,3316.0,3347.0,3308.0,3312.0,3350.0,3532.0,3321.0,3287.0,3492.0,3374.1,36,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37491.0,37337.0,36880.0,37358.0,36771.0,37331.0,37285.0,37356.0,37318.0,37289.0,37241.6,37,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36837.0,36718.0,36934.0,37030.0,37126.0,37151.0,36794.0,37432.0,36868.0,36704.0,36959.4,38,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3389.0,3540.0,3915.0,3871.0,3434.0,3388.0,3386.0,3547.0,3349.0,3380.0,3519.9,39,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3340.0,3340.0,3321.0,3526.0,3314.0,3417.0,3400.0,3273.0,3504.0,3322.0,3375.7,40,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37284.0,37381.0,37288.0,36851.0,37884.0,37360.0,37155.0,37398.0,37474.0,37411.0,37348.6,41,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37086.0,36961.0,36965.0,37267.0,37226.0,37050.0,37134.0,36897.0,37083.0,36984.0,37065.3,42,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3407.0,3382.0,3878.0,3559.0,3388.0,3446.0,3585.0,3453.0,3363.0,3378.0,3483.9,43,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3328.0,3475.0,3339.0,3555.0,3353.0,3287.0,3322.0,3292.0,3297.0,3514.0,3376.2,44,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37312.0,37336.0,36974.0,37328.0,37253.0,37345.0,37302.0,37256.0,37349.0,37555.0,37301.0,45,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37342.0,36872.0,37565.0,36944.0,36792.0,36833.0,37058.0,36885.0,36878.0,36907.0,37007.6,46,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3413.0,3379.0,3392.0,3452.0,3906.0,3347.0,3385.0,3553.0,3347.0,3397.0,3457.1,47,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3387.0,3326.0,3431.0,3542.0,3327.0,3283.0,3481.0,3339.0,3290.0,3513.0,3391.9,48,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37335.0,37406.0,37578.0,37350.0,36850.0,37410.0,37343.0,37481.0,37506.0,37907.0,37416.6,49,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37148.0,37454.0,36973.0,36878.0,37031.0,36885.0,37071.0,36962.0,37089.0,37308.0,37079.9,50,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3486.0,3381.0,3395.0,3871.0,3870.0,3317.0,3380.0,3338.0,3352.0,3417.0,3480.7,51,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3529.0,3323.0,3498.0,3316.0,3497.0,3347.0,3306.0,3280.0,3301.0,3318.0,3371.5,52,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37488.0,37555.0,37408.0,37365.0,37008.0,37381.0,37684.0,37378.0,37368.0,37373.0,37400.8,53,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36965.0,37038.0,37000.0,36953.0,37054.0,37078.0,37007.0,36868.0,36876.0,36936.0,36977.5,54,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3581.0,3376.0,3871.0,3870.0,3871.0,3329.0,3451.0,3386.0,3344.0,3441.0,3552.0,55,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3325.0,3316.0,3326.0,3311.0,3310.0,3320.0,3532.0,3448.0,3384.0,3487.0,3375.9,56,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37572.0,37818.0,36914.0,36709.0,37377.0,37435.0,37193.0,37494.0,37494.0,37944.0,37395.0,57,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37068.0,36977.0,37108.0,36992.0,36947.0,37423.0,36699.0,37033.0,36985.0,36723.0,36995.5,58,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3550.0,3547.0,3875.0,3930.0,3874.0,3433.0,3385.0,3376.0,3406.0,3552.0,3592.8,59,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3412.0,3332.0,3344.0,3357.0,3327.0,3282.0,3367.0,3522.0,3279.0,3478.0,3370.0,60,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37276.0,37367.0,37319.0,37341.0,37490.0,37427.0,37466.0,37179.0,37334.0,37416.0,37361.5,61,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36886.0,36940.0,36872.0,36928.0,36874.0,36883.0,36961.0,37173.0,36828.0,37010.0,36935.5,62,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3418.0,3416.0,3893.0,3882.0,4140.0,3333.0,3385.0,3512.0,3337.0,3384.0,3570.0,63,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3403.0,3517.0,3332.0,3421.0,3332.0,3456.0,3440.0,3293.0,3281.0,3341.0,3381.6,64,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37342.0,37423.0,37296.0,37386.0,37329.0,37154.0,37525.0,37446.0,37376.0,37326.0,37360.3,65,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36968.0,36824.0,37283.0,36893.0,37477.0,36695.0,36939.0,37021.0,37725.0,37564.0,37138.9,66,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3340.0,3338.0,3986.0,4028.0,4020.0,3288.0,3328.0,3290.0,3283.0,3498.0,3539.9,67,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3381.0,3422.0,3554.0,3366.0,3401.0,3325.0,3492.0,3330.0,3547.0,3372.0,3419.0,68,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37327.0,37308.0,37481.0,37432.0,37260.0,37720.0,37194.0,37238.0,37472.0,37397.0,37382.9,69,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36881.0,36908.0,36900.0,36960.0,37837.0,36968.0,36891.0,37043.0,37258.0,37098.0,37074.4,70,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3583.0,3331.0,4031.0,3833.0,3924.0,3329.0,3502.0,3291.0,3409.0,3331.0,3556.4,71,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3384.0,3371.0,3555.0,3585.0,3410.0,3330.0,3369.0,3502.0,3421.0,3376.0,3430.3,72,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37502.0,37344.0,37297.0,37188.0,37355.0,37299.0,37389.0,37342.0,37438.0,37318.0,37347.2,73,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36853.0,37066.0,37056.0,37316.0,36918.0,36716.0,37408.0,37001.0,37063.0,36962.0,37035.9,74,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3346.0,3345.0,4000.0,3838.0,3834.0,3401.0,3454.0,3307.0,3397.0,3350.0,3527.2,75,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3378.0,3538.0,3389.0,3417.0,3381.0,3482.0,3463.0,3342.0,3326.0,3393.0,3410.9,76,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37371.0,37139.0,37317.0,37319.0,37489.0,37520.0,37394.0,37440.0,37462.0,37312.0,37376.3,77,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37514.0,36985.0,37254.0,36874.0,37281.0,37158.0,37008.0,37126.0,36904.0,37030.0,37113.4,78,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3357.0,3441.0,3965.0,4205.0,3928.0,3457.0,3329.0,3303.0,3290.0,3380.0,3565.5,79,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3378.0,3385.0,3491.0,3604.0,3372.0,3316.0,3527.0,3340.0,3335.0,3383.0,3413.1,80,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37351.0,37396.0,37426.0,37470.0,37514.0,37427.0,37427.0,37370.0,37452.0,37372.0,37420.5,81,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36934.0,37386.0,37023.0,37314.0,36907.0,36941.0,37089.0,37000.0,36888.0,37393.0,37087.5,82,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3358.0,3339.0,3875.0,3975.0,4026.0,3325.0,3517.0,3342.0,3287.0,3338.0,3538.2,83,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3373.0,3372.0,3374.0,3580.0,3362.0,3316.0,3366.0,3529.0,3317.0,3566.0,3415.5,84,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37700.0,37361.0,37579.0,37301.0,37754.0,37588.0,37468.0,37340.0,37343.0,37309.0,37474.3,85,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36910.0,37425.0,36827.0,36796.0,36883.0,36961.0,37530.0,37078.0,36976.0,36707.0,37009.3,86,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3458.0,3331.0,3989.0,3826.0,3841.0,3350.0,3537.0,3300.0,3488.0,3342.0,3546.2,87,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3375.0,3367.0,3369.0,3363.0,3501.0,3452.0,3405.0,3328.0,3384.0,3364.0,3390.8,88,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37292.0,37483.0,37405.0,37311.0,37749.0,37377.0,37431.0,37320.0,37399.0,37138.0,37390.5,89,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36895.0,36994.0,36949.0,36952.0,37400.0,37422.0,36907.0,37019.0,36894.0,37014.0,37044.6,90,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3509.0,3345.0,3841.0,3844.0,3853.0,3335.0,3554.0,3513.0,3471.0,3350.0,3561.5,91,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3371.0,3404.0,3376.0,3376.0,3551.0,3321.0,3590.0,3338.0,3547.0,3400.0,3427.4,92,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37431.0,37724.0,37351.0,37836.0,37310.0,37388.0,37510.0,37492.0,37304.0,37399.0,37474.5,93,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36982.0,36753.0,37001.0,36879.0,36809.0,37454.0,36964.0,37374.0,36894.0,36804.0,36991.4,94,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3549.0,3491.0,3988.0,4021.0,3878.0,3353.0,3395.0,3552.0,3303.0,3352.0,3588.2,95,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3590.0,3370.0,3378.0,3498.0,3419.0,3545.0,3393.0,3330.0,3547.0,3371.0,3444.1,96,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37466.0,37483.0,37472.0,37177.0,37356.0,37516.0,37277.0,37462.0,37427.0,37425.0,37406.1,97,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36935.0,36972.0,36891.0,36849.0,36732.0,37315.0,37063.0,36979.0,37561.0,37109.0,37040.6,98,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3391.0,3371.0,3934.0,3880.0,3878.0,3334.0,3382.0,3553.0,3559.0,3468.0,3575.0,99,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3450.0,3370.0,3322.0,3398.0,3543.0,3420.0,3406.0,3278.0,3279.0,3318.0,3378.4,100,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",37622.0,37554.0,37313.0,37822.0,37273.0,37478.0,37280.0,37394.0,37360.0,37429.0,37452.5,101,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",36976.0,36890.0,37087.0,37299.0,37733.0,36972.0,36941.0,37014.0,36888.0,36957.0,37075.7,102,1
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3586.0,3380.0,4026.0,4288.0,3981.0,3488.0,3396.0,3347.0,3559.0,3552.0,3660.3,103,3
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)",3411.0,3523.0,3324.0,3541.0,3495.0,3287.0,3532.0,3279.0,3502.0,3462.0,3435.6,104,3
